,State,FIPS Code,County,Republicans 2016,Democrats 2016,Republicans 2012,Republicans 2008,Democrats 2012,Democrats 2008,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool Enrollment,Poverty Rate,Gini Coefficient,Professional Occupations,Service Occupations,Sales and Office Occupations,"Farming, Fishing, and Forestry Occupations",Construction Occupations,Manufacturing and Transportation Occupations,Racial Homogenity,Median Age,Sick Days,Mental Health Days,Low Birthweight,Teen Birth Rate,Children in Single Parent Households,Adult Smoking,Adult Obesity,Diabetes,STD Rate,HIV Rate,Uninsured,Unemployment,Violent Crime Rate,Homicide Rate,Injury/Death Rate,Infant Mortality,Classification,Area_Name,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2016,CI90LBAll_2016,CI90UBALL_2016,PCTPOVALL_2016,CI90LBALLP_2016,CI90UBALLP_2016,POV017_2016,CI90LB017_2016,CI90UB017_2016,PCTPOV017_2016,CI90LB017P_2016,CI90UB017P_2016,POV517_2016,CI90LB517_2016,CI90UB517_2016,PCTPOV517_2016,CI90LB517P_2016,CI90UB517P_2016,MEDHHINC_2016,CI90LBINC_2016,CI90UBINC_2016,POV05_2016,CI90LB05_2016,CI90UB05_2016,PCTPOV05_2016,CI90LB05P_2016,CI90UB05P_2016,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
796,IN,20659,Hancock County,66.27,23.5315,69.646,67.524,29.6805,37.739000000000004,9.878499999999999,89.661,23.89,8.7,77.6315,34777.442500000005,93.828,3.87045,1.5751,0.55565,1.362,3.4209,9.1905,4.266,74227.396,42.30800000000001,8.164,0.3875,35.8705,13.466000000000001,25.3435,0.6504000000000001,10.9925,12.0335,0.8445,38.275,3.77,3.944,0.07825,30.412499999999998,0.236,0.20700000000000002,0.294,0.09625,102.049,67.7655,0.1275,0.07314999999999999,51.3615,,54.0895,4.5615,Republican,Hancock County,1.796,1.911,1.796,1.911,11930.243499999999,11259.991999999998,12431.153,7.9285,7.1785,9.893,3938.0460000000003,3742.8155,4213.1945000000005,10.269,7.800000000000001,12.625,2769.2019999999998,2580.155,2920.042,5.265499999999999,7.647,11.653500000000001,71705.58799999999,62126.7945,74819.76449999999,,,,,,,Hancock County,1.796,1.911,1.796,1.911,13735.264,9473.8045,3874.374,3752.187,40.525,42.891000000000005,8.7,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,27.036,48.5865,14.0,11.706,10430.7375,10136.545,10663.0825,9583.629,18.4155,41.771,23.529,15.018999999999998,10471.2095,10330.490000000002,12090.705,12566.225,14.125,37.337500000000006,28.674999999999997,22.54,8844.450499999999,11944.8295,14341.2505,18089.0735,6.299,34.259,33.226,29.531
797,IN,20659,Harrison County,66.27,23.5315,62.155499999999996,60.3485,37.175,37.739000000000004,9.878499999999999,89.661,14.9165,4.8335,77.6315,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,15.317499999999999,7.109500000000001,74227.396,42.30800000000001,8.164,0.3875,22.953000000000003,13.466000000000001,23.609,0.6504000000000001,12.683499999999999,24.299999999999997,0.9375,38.275,3.77,3.944,0.07825,30.412499999999998,0.236,0.14300000000000002,0.316,0.108,234.5,67.7655,0.155,0.07314999999999999,51.3615,,66.405,,Republican,Harrison County,1.796,1.911,1.796,1.911,11930.243499999999,11259.991999999998,12431.153,11.213999999999999,7.1785,13.8215,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,14.5,11.4115,17.423000000000002,58462.765,55669.4415,61247.293999999994,,,,,,,Harrison County,1.796,1.911,1.796,1.911,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,4.8335,3.0475,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,9.2,5.9315,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,44.864999999999995,20.487499999999997,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,40.8625,25.725,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,41.671,30.644,15.0515
798,IN,20659,Hendricks County,66.27,31.686500000000002,69.646,60.3485,29.6805,37.739000000000004,6.207,93.51650000000001,32.8635,8.7,80.263,37353.5495,93.828,3.87045,1.5751,1.7309999999999999,1.362,3.4209,9.1905,4.266,74227.396,42.30800000000001,4.8985,0.3685,35.8705,11.6705,27.078,0.6504000000000001,9.3015,12.0335,0.8445,35.725,2.5835,2.8735,0.0675,19.8875,0.1835,0.175,0.316,0.08474999999999999,234.5,186.92649999999998,0.10005,0.07314999999999999,157.06900000000002,1.796,41.774,5.869,Republican,Hendricks County,1.796,1.911,1.796,1.911,11930.243499999999,11259.991999999998,12431.153,4.62,4.3735,5.937,3938.0460000000003,3742.8155,4213.1945000000005,5.3915,3.9045,6.8405000000000005,2769.2019999999998,2580.155,2920.042,5.265499999999999,3.8505,5.8469999999999995,78327.0,75041.5,81606.0,,,,,,,Hendricks County,1.796,1.911,1.796,1.911,13735.264,9473.8045,3874.374,3752.187,34.1415,47.2545,10.6335,9.142,10685.113500000001,10871.411,6153.3175,6415.7975,20.6545,48.5865,14.0,14.593499999999999,10430.7375,10136.545,10663.0825,9583.629,18.4155,38.6765,26.570999999999998,18.356499999999997,10471.2095,32615.912,12090.705,12566.225,9.675,37.337500000000006,28.674999999999997,22.54,8844.450499999999,37874.426999999996,45629.0775,18089.0735,6.299,26.847,30.644,34.3575
799,IN,20659,Henry County,66.27,23.5315,54.665,53.173,37.175,45.035,17.2215,81.95,14.9165,4.8335,77.6315,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,33.6985,9.953,74227.396,42.30800000000001,14.695,0.4065,26.1825,17.057,23.609,0.6504000000000001,10.9925,21.2335,0.9375,40.825,3.77,3.944,0.07825,40.9375,0.34099999999999997,0.271,0.294,0.108,234.5,67.7655,0.1825,0.10189999999999999,51.3615,4.2445,91.037,7.177,Republican,Henry County,3.4000000000000004,3.75,3.4000000000000004,3.75,11930.243499999999,11259.991999999998,12431.153,14.5,12.75,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,19.4,24.125,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,45219.941,42754.735499999995,47674.8235,,,,,,,Henry County,3.4000000000000004,3.75,3.4000000000000004,3.75,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,4.8335,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,9.2,8.8185,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,44.864999999999995,17.445999999999998,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,44.3875,22.775,10.780000000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,41.671,28.062,15.0515
800,IN,20659,Howard County,66.27,31.686500000000002,54.665,53.173,44.6695,45.035,13.55,85.8055,19.4035,8.7,75.0,27049.122,83.0835,3.87045,1.5751,0.55565,2.27,3.4209,33.6985,4.266,74227.396,34.6155,14.695,0.426,29.4115,18.8525,23.609,0.6504000000000001,9.3015,21.2335,0.7515000000000001,40.825,4.9565,5.0145,0.07825,51.462500000000006,0.34099999999999997,0.239,0.381,0.1305,365.9,67.7655,0.155,0.0876,261.7815,4.2445,78.721,7.177,Republican,Howard County,3.4000000000000004,1.911,3.4000000000000004,1.911,11930.243499999999,11259.991999999998,12431.153,14.5,12.75,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,15.5335,24.125,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,51841.353,42754.735499999995,54461.0585,,,,,,,Howard County,3.4000000000000004,1.911,3.4000000000000004,1.911,13735.264,9473.8045,3874.374,3752.187,40.525,38.527,8.7,9.142,10685.113500000001,10871.411,6153.3175,6415.7975,33.418,44.7775,11.600000000000001,11.706,10430.7375,10136.545,10663.0825,9583.629,23.677,38.6765,23.529,15.018999999999998,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,37.337500000000006,28.674999999999997,18.619999999999997,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,37.965,33.226,19.878
801,IN,20659,Huntington County,74.5565,23.5315,69.646,60.3485,29.6805,37.739000000000004,13.55,89.661,14.9165,4.8335,77.6315,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,15.317499999999999,7.109500000000001,74227.396,34.6155,11.4295,0.3875,26.1825,15.2615,23.609,0.6504000000000001,9.3015,24.299999999999997,0.9375,38.275,2.5835,2.8735,0.08895,30.412499999999998,0.2885,0.271,0.3375,0.1195,102.049,67.7655,0.155,0.0876,51.3615,,54.0895,,Republican,Huntington County,6.6,5.5835,6.6,5.5835,11930.243499999999,11259.991999999998,12431.153,11.213999999999999,9.963999999999999,13.8215,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,14.5,11.4115,17.423000000000002,51841.353,42754.735499999995,54461.0585,,,,,,,Huntington County,6.6,5.5835,6.6,5.5835,13735.264,9473.8045,3874.374,3752.187,40.525,42.891000000000005,8.7,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,27.036,48.5865,11.600000000000001,11.706,10430.7375,10136.545,10663.0825,9583.629,23.677,44.864999999999995,20.487499999999997,11.681000000000001,10471.2095,10330.490000000002,12090.705,12566.225,14.125,47.912499999999994,22.775,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,9.6455,41.671,28.062,19.878
802,IN,20659,Jackson County,74.5565,23.5315,62.155499999999996,53.173,37.175,45.035,17.2215,85.8055,14.9165,4.8335,72.3685,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,21.444499999999998,7.109500000000001,74227.396,34.6155,11.4295,0.3875,26.1825,15.2615,21.875,0.6504000000000001,9.3015,27.3665,0.8445,38.275,3.77,3.944,0.07825,61.9875,0.2885,0.239,0.316,0.09625,365.9,67.7655,0.1825,0.07314999999999999,261.7815,,54.0895,7.177,Republican,Jackson County,3.4000000000000004,5.5835,3.4000000000000004,5.5835,11930.243499999999,11259.991999999998,12431.153,14.5,9.963999999999999,13.8215,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,14.5,11.4115,17.423000000000002,51841.353,49212.0885,54461.0585,,,,,,,Jackson County,3.4000000000000004,5.5835,3.4000000000000004,5.5835,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,6.7665,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,9.2,8.8185,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,44.864999999999995,17.445999999999998,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,47.912499999999994,22.775,10.780000000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,45.376999999999995,25.48,15.0515
803,IN,20659,Jasper County,66.27,23.5315,62.155499999999996,60.3485,37.175,37.739000000000004,13.55,85.8055,14.9165,4.8335,77.6315,27049.122,93.828,3.87045,1.5751,0.55565,0.4254,3.4209,15.317499999999999,4.266,74227.396,50.0,8.164,0.34950000000000003,26.1825,15.2615,23.609,1.9945,16.066499999999998,18.1665,0.8445,38.275,,4.4795,0.0675,30.412499999999998,0.236,0.271,0.3375,0.1195,234.5,67.7655,0.155,0.0876,,4.2445,66.405,,Republican,Jasper County,1.796,1.911,1.796,1.911,11930.243499999999,11259.991999999998,12431.153,7.9285,7.1785,9.893,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,9.899999999999999,7.647,17.423000000000002,58462.765,49212.0885,61247.293999999994,,,,,,,Jasper County,1.796,1.911,1.796,1.911,13735.264,9473.8045,3874.374,3752.187,46.908500000000004,38.527,6.7665,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,33.418,44.7775,9.2,8.8185,10430.7375,10136.545,10663.0825,9583.629,23.677,47.959,17.445999999999998,11.681000000000001,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,47.912499999999994,22.775,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,41.671,28.062,15.0515
804,IN,20659,Jay County,74.5565,23.5315,62.155499999999996,53.173,37.175,45.035,17.2215,85.8055,10.43,2.9,75.0,24473.0155,93.828,3.87045,1.5751,0.55565,1.362,3.4209,27.5715,7.109500000000001,74227.396,34.6155,14.695,0.3875,22.953000000000003,15.2615,18.4065,0.6504000000000001,9.3015,30.4335,0.9375,38.275,3.77,3.944,0.07825,40.9375,0.2885,0.271,0.3375,0.1195,234.5,67.7655,0.1825,0.07314999999999999,51.3615,,66.405,,Republican,Jay County,6.6,5.5835,6.6,5.5835,11930.243499999999,11259.991999999998,12431.153,14.5,9.963999999999999,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,15.5335,29.875,2769.2019999999998,2580.155,2920.042,19.1,15.1765,28.9615,45219.941,42754.735499999995,47674.8235,,,,,,,Jay County,6.6,5.5835,6.6,5.5835,13735.264,9473.8045,3874.374,3752.187,53.2915,38.527,4.8335,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,6.8,5.9315,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,44.864999999999995,14.404,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,23.025,47.912499999999994,19.825000000000003,10.780000000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,16.339,49.083,25.48,10.225
805,IN,20659,Jefferson County,66.27,31.686500000000002,54.665,53.173,44.6695,45.035,17.2215,81.95,19.4035,8.7,77.6315,24473.0155,93.828,3.87045,1.5751,0.55565,1.362,3.4209,21.444499999999998,9.953,74227.396,34.6155,14.695,0.426,26.1825,18.8525,20.141,0.6504000000000001,7.6105,24.299999999999997,0.8445,38.275,4.3635,5.0145,0.07825,40.9375,0.34099999999999997,0.303,0.316,0.108,365.9,67.7655,0.1825,0.0876,,,66.405,8.4845,Republican,Jefferson County,6.6,3.75,6.6,3.75,11930.243499999999,11259.991999999998,12431.153,14.5,9.963999999999999,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,15.5335,24.125,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,51841.353,49212.0885,54461.0585,,,,,,,Jefferson County,6.6,3.75,6.6,3.75,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,6.7665,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,40.9685,9.2,11.706,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,35.581999999999994,20.487499999999997,11.681000000000001,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,40.8625,25.725,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,37.965,30.644,15.0515
806,IN,20659,Jennings County,74.5565,23.5315,62.155499999999996,53.173,37.175,45.035,17.2215,81.95,5.91,2.9,72.3685,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,21.444499999999998,4.266,74227.396,26.923000000000002,11.4295,0.3685,22.953000000000003,15.2615,18.4065,0.6504000000000001,10.9925,30.4335,0.9375,38.275,5.550000000000001,5.0145,0.07825,61.9875,0.34099999999999997,0.33499999999999996,0.294,0.108,234.5,67.7655,0.1825,0.10189999999999999,157.06900000000002,,91.037,,Republican,Jennings County,6.6,5.5835,6.6,5.5835,11930.243499999999,11259.991999999998,12431.153,14.5,9.963999999999999,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,15.5335,24.125,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,51841.353,49212.0885,54461.0585,,,,,,,Jennings County,6.6,5.5835,6.6,5.5835,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,4.8335,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,9.2,5.9315,10430.7375,10136.545,10663.0825,9583.629,34.2,44.864999999999995,14.404,5.0065,10471.2095,10330.490000000002,12090.705,12566.225,23.025,47.912499999999994,19.825000000000003,6.830500000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,16.339,45.376999999999995,28.062,10.225
807,IN,20659,Johnson County,66.27,23.5315,69.646,60.3485,29.6805,37.739000000000004,9.878499999999999,89.661,28.3765,8.7,75.0,32201.3355,93.828,3.87045,1.5751,1.7309999999999999,1.362,3.4209,15.317499999999999,4.266,74227.396,34.6155,8.164,0.4065,35.8705,15.2615,27.078,0.6504000000000001,9.3015,15.1,0.8445,35.725,3.77,3.4085,0.0675,30.412499999999998,0.236,0.239,0.294,0.108,234.5,67.7655,0.1275,0.07314999999999999,261.7815,1.796,54.0895,5.869,Republican,Johnson County,1.796,1.911,1.796,1.911,11930.243499999999,11259.991999999998,12431.153,7.9285,7.1785,9.893,3938.0460000000003,3742.8155,4213.1945000000005,10.269,7.800000000000001,12.625,2769.2019999999998,2580.155,2920.042,9.899999999999999,7.647,11.653500000000001,65084.1765,62126.7945,74819.76449999999,,,,,,,Johnson County,1.796,1.911,1.796,1.911,13735.264,9473.8045,3874.374,3752.187,46.908500000000004,38.527,8.7,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,27.036,44.7775,14.0,14.593499999999999,10430.7375,32111.547,10663.0825,9583.629,18.4155,38.6765,23.529,18.356499999999997,10471.2095,32615.912,12090.705,12566.225,14.125,37.337500000000006,25.725,22.54,8844.450499999999,37874.426999999996,14341.2505,18089.0735,9.6455,34.259,28.062,29.531
808,IN,20659,Knox County,74.5565,23.5315,62.155499999999996,53.173,37.175,45.035,13.55,85.8055,14.9165,4.8335,75.0,24473.0155,93.828,3.87045,1.5751,0.55565,1.362,3.4209,33.6985,12.797,74227.396,34.6155,17.961,0.4455,26.1825,20.6475,23.609,0.6504000000000001,9.3015,18.1665,0.9375,38.275,4.3635,5.55,0.08895,40.9375,0.2885,0.303,0.3375,0.09625,497.3,67.7655,0.155,0.07314999999999999,51.3615,,78.721,8.4845,Republican,Knox County,3.4000000000000004,5.5835,5.0,7.4165,11930.243499999999,11259.991999999998,12431.153,17.786,12.75,21.6785,3938.0460000000003,3742.8155,4213.1945000000005,24.808,19.4,29.875,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,45219.941,42754.735499999995,47674.8235,,,,,,,Knox County,3.4000000000000004,5.5835,5.0,7.4165,13735.264,9473.8045,3874.374,3752.187,46.908500000000004,34.1635,8.7,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,40.9685,14.0,8.8185,10430.7375,10136.545,10663.0825,9583.629,23.677,38.6765,26.570999999999998,11.681000000000001,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,37.337500000000006,28.674999999999997,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,37.965,35.808,15.0515
809,IN,20659,Kosciusko County,74.5565,23.5315,77.136,67.524,22.185499999999998,30.443,13.55,85.8055,19.4035,6.7665,69.737,27049.122,93.828,3.87045,1.5751,0.55565,1.362,10.408999999999999,15.317499999999999,4.266,74227.396,34.6155,8.164,0.3875,26.1825,13.466000000000001,23.609,0.6504000000000001,7.6105,30.4335,0.8445,38.275,3.1765,3.4085,0.0675,40.9375,0.236,0.20700000000000002,0.316,0.108,234.5,67.7655,0.21000000000000002,0.07314999999999999,51.3615,,54.0895,5.869,Republican,Kosciusko County,3.4000000000000004,5.5835,3.4000000000000004,5.5835,11930.243499999999,11259.991999999998,12431.153,11.213999999999999,9.963999999999999,13.8215,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,14.5,11.4115,17.423000000000002,58462.765,49212.0885,61247.293999999994,,,,,,,Kosciusko County,3.4000000000000004,5.5835,3.4000000000000004,5.5835,13735.264,9473.8045,3874.374,3752.187,40.525,38.527,10.6335,7.1105,10685.113500000001,10871.411,6153.3175,6415.7975,33.418,44.7775,11.600000000000001,11.706,10430.7375,10136.545,10663.0825,9583.629,23.677,41.771,20.487499999999997,15.018999999999998,10471.2095,10330.490000000002,12090.705,12566.225,18.575000000000003,40.8625,25.725,14.7,8844.450499999999,11944.8295,14341.2505,18089.0735,16.339,37.965,25.48,19.878
810,IN,20659,LaGrange County,74.5565,23.5315,69.646,60.3485,29.6805,37.739000000000004,39.25,58.816500000000005,10.43,4.8335,59.2105,27049.122,93.828,3.87045,1.5751,0.55565,2.27,3.4209,27.5715,15.6405,74227.396,11.538499999999999,14.695,0.3875,22.953000000000003,11.6705,16.672,0.6504000000000001,12.683499999999999,36.566500000000005,0.8445,30.625,3.1765,3.944,0.04605,30.412499999999998,0.131,0.20700000000000002,0.3375,0.108,102.049,67.7655,0.265,0.07314999999999999,51.3615,,54.0895,5.869,Republican,Lagrange County,6.6,5.5835,6.6,5.5835,11930.243499999999,11259.991999999998,12431.153,11.213999999999999,7.1785,13.8215,3938.0460000000003,3742.8155,4213.1945000000005,15.115,11.6665,18.375,2769.2019999999998,2580.155,2920.042,14.5,11.4115,17.423000000000002,58462.765,55669.4415,68033.5295,,,,,,,LaGrange County,6.6,5.5835,6.6,5.5835,13735.264,9473.8045,3874.374,3752.187,59.675,34.1635,4.8335,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,46.182,37.1595,9.2,5.9315,10430.7375,10136.545,10663.0825,9583.629,44.723,35.581999999999994,14.404,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,40.825,33.8125,16.875,10.780000000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,36.419,30.552999999999997,20.3155,10.225
811,IN,20659,Lake County,41.411,56.1505,32.194,31.646500000000003,67.1545,66.922,13.55,85.8055,19.4035,6.7665,77.6315,29625.228499999997,61.5945,27.3955,1.5751,1.7309999999999999,1.362,17.3485,27.5715,9.953,553412.3145,42.30800000000001,14.695,0.426,29.4115,17.057,25.3435,0.6504000000000001,10.9925,18.1665,0.3795,35.725,3.77,3.4085,0.09964999999999999,40.9375,0.39349999999999996,0.239,0.359,0.1195,628.7,186.92649999999998,0.1825,0.10189999999999999,366.4945,18.7815,66.405,9.792,Democrat,Lake County,1.796,1.911,1.796,1.911,89124.727,84311.727,92752.333,17.786,15.536,17.75,29336.701500000003,27922.4445,31310.3835,24.808,23.2665,29.875,20655.3885,19297.2075,21746.121,23.7,22.706000000000003,28.9615,51841.353,49212.0885,54461.0585,,,,,,,Lake County,1.796,1.911,1.796,1.911,130347.1155,91025.3515,21010.705,20022.341500000002,53.2915,34.1635,8.7,7.1105,101930.0675,126724.31049999999,33091.669,34113.625,39.8,40.9685,11.600000000000001,8.8185,78765.007,117742.34,56952.269,30586.050000000003,28.938499999999998,38.6765,23.529,11.681000000000001,56754.340000000004,119541.01000000001,89946.9085,39886.2545,18.575000000000003,37.337500000000006,25.725,14.7,47941.282,113581.282,106441.181,57360.5835,12.9925,34.259,30.644,19.878
812,IN,20659,LaPorte County,49.697500000000005,47.9955,39.6845,38.822,52.164500000000004,59.626000000000005,13.55,85.8055,14.9165,4.8335,75.0,27049.122,83.0835,11.741,1.5751,0.55565,1.362,3.4209,27.5715,7.109500000000001,74227.396,42.30800000000001,14.695,0.426,26.1825,17.057,23.609,0.6504000000000001,10.9925,21.2335,0.6585,38.275,3.77,3.4085,0.09964999999999999,51.462500000000006,0.39349999999999996,0.271,0.316,0.108,365.9,186.92649999999998,0.1825,0.10189999999999999,157.06900000000002,4.2445,66.405,9.792,Republican,La Porte County,3.4000000000000004,1.911,3.4000000000000004,1.911,11930.243499999999,11259.991999999998,12431.153,14.5,12.75,17.75,3938.0460000000003,3742.8155,4213.1945000000005,24.808,23.2665,29.875,2769.2019999999998,2580.155,2920.042,23.7,18.9415,28.9615,51841.353,49212.0885,54461.0585,,,,,,,LaPorte County,3.4000000000000004,1.911,3.4000000000000004,1.911,43453.0385,9473.8045,3874.374,3752.187,53.2915,34.1635,6.7665,7.1105,33997.356,34576.4485,6153.3175,6415.7975,33.418,40.9685,11.600000000000001,11.706,10430.7375,32111.547,10663.0825,9583.629,23.677,41.771,20.487499999999997,11.681000000000001,10471.2095,32615.912,12090.705,12566.225,18.575000000000003,40.8625,25.725,14.7,8844.450499999999,37874.426999999996,14341.2505,18089.0735,12.9925,37.965,30.644,19.878
813,IN,20659,Lawrence County,74.5565,23.5315,62.155499999999996,60.3485,29.6805,37.739000000000004,17.2215,81.95,10.43,4.8335,75.0,27049.122,93.828,3.87045,1.5751,0.55565,1.362,3.4209,21.444499999999998,9.953,74227.396,42.30800000000001,14.695,0.426,26.1825,18.8525,21.875,0.6504000000000001,12.683499999999999,21.2335,0.9375,40.825,3.77,3.944,0.08895,51.462500000000006,0.34099999999999997,0.20700000000000002,0.294,0.14200000000000002,234.5,67.7655,0.1825,0.10189999999999999,157.06900000000002,4.2445,78.721,8.4845,Republican,Lawrence County,3.4000000000000004,5.5835,6.6,5.5835,11930.243499999999,11259.991999999998,12431.153,14.5,9.963999999999999,17.75,3938.0460000000003,3742.8155,4213.1945000000005,19.9615,15.5335,24.125,2769.2019999999998,2580.155,2920.042,19.1,15.1765,23.192500000000003,45219.941,42754.735499999995,54461.0585,,,,,,,Lawrence County,3.4000000000000004,5.5835,6.6,5.5835,13735.264,9473.8045,3874.374,3752.187,53.2915,34.1635,4.8335,5.079,10685.113500000001,10871.411,6153.3175,6415.7975,39.8,44.7775,6.8,5.9315,10430.7375,10136.545,10663.0825,9583.629,28.938499999999998,44.864999999999995,17.445999999999998,8.3435,10471.2095,10330.490000000002,12090.705,12566.225,23.025,47.912499999999994,19.825000000000003,10.780000000000001,8844.450499999999,11944.8295,14341.2505,18089.0735,12.9925,41.671,30.644,15.0515
